,,,,,,,,Dusun 1,,Dusun 2,,Dusun 3,,Dusun 4,,Dusun 5,,Dusun 5,,Dusun 6,,,,,DST
ACEH,ACEH BARAT,Pante Ceureumen,Babah Krueng Tep Lep,96.189304,4.351955,√,,KERAMAT,Berlistrik PLN,PEMUDA,Berlistrik PLN,KEMALA,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Pante Ceureumen,Babah Lueng,96.254219,4.398126,√,,P. Makmur,Berlistrik PLN,COT TEUNGOH,Berlistrik PLN,KUTA RAJA,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Pante Ceureumen,Berdikari,96.223719,4.352493,√,,MANGGA,Berlistrik PLN,PKK,Berlistrik PLN,DURIAN,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Pante Ceureumen,Canggai,96.315806,4.449084,√,,TGK.SYIAH A. KADIR,Berlistrik PLN,TGK CERMEN,Berlistrik PLN,TGK.MUDA,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Pante Ceureumen,Gunong Tarok,96.195935,4.344446,√,,PKK,Berlistrik PLN,PEMUDA,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Pante Ceureumen,Jambak,96.33557,4.45635,√,,T.R BATAK,Berlistrik PLN,HABEB YAHYA,Berlistrik PLN,TUWI KUTA,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Pante Ceureumen,Keude Suak Awe,96.225377,4.369841,√,,PEMUDA,Berlistrik PLN,SUAK PADANG,Berlistrik PLN,TR.GADENG,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Pante Ceureumen,Keutambang,96.307241,4.434748,√,,TGK.DITAMBANG,Berlistrik PLN,TGK. NEK,Berlistrik PLN,MESJID,Berlistrik PLN,PASI ACEH,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Pante Ceureumen,Kreung Beukah,96.198425,4.33577,√,,PETANI,Berlistrik PLN,PKK,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Pante Ceureumen,Lango,96.30097,4.423673,√,,Mesjid,Berlistrik PLN,PKK,Berlistrik PLN,PEMUDA,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Pante Ceureumen,Lawet,96.306476,4.44464,√,,PEMUDA,Berlistrik PLN,GLIE,Berlistrik PLN,MESJID,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Pante Ceureumen,Lhok Guci,96.218898,4.368184,√,,UJ. PADANG,Berlistrik PLN,JEUMPA,Berlistrik PLN,MONJANG,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Pante Ceureumen,Lhok Sari,96.20749,4.355898,√,,KUINI,Berlistrik PLN,PENDIDIKAN,Berlistrik PLN,DURIAN,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Pante Ceureumen,Manjeng,96.290496,4.406953,√,,SEJAHTERA,Berlistrik PLN,MAKMUR,Berlistrik PLN,BAHAGIA,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Pante Ceureumen,Meunuang Kinco,96.238138,4.383154,√,,Tgk. Imum,Berlistrik PLN,MESJID,Berlistrik PLN,P.MAKMUR,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Pante Ceureumen,Pante Ceuremen,96.296749,4.413175,√,,PANTON KALA,Berlistrik PLN,MUSHALLA,Berlistrik PLN,PEMUDA,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Pante Ceureumen,Pulo Teungoh Manjeng,96.306366,4.425156,√,,GLE BRUH,Berlistrik PLN,P.DOSARAH,Berlistrik PLN,T.RAYEUK,Berlistrik PLN,SANGKADEN,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Pante Ceureumen,Sawang Rambot,96.211435,4.358549,√,,SD,Berlistrik PLN,PKK,Berlistrik PLN,PEMUDA,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Pante Ceureumen,Seumantok,96.273043,4.400952,√,,Cot Kuta,Berlistrik PLN,BLANG PIDIE,Berlistrik PLN,COT MESJID,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Pante Ceureumen,Seumara,96.26002,4.39006,√,,Syiah Kuala,Berlistrik PLN,PANTE RAHMAT,0,LHOK SUKON,Berlistrik PLN,0,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Pante Ceureumen,Sikundo,96.3757251,4.4777766,√,,KIBLAT,Berlistrik PLN,DURIAN,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Pante Ceureumen,Suak Awe,96.20124,4.352007,√,,PKK,Berlistrik PLN,PEMUDA,Berlistrik PLN,COT DRIEN,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Pante Ceureumen,Tegal Sari,96.199204,4.330564,√,,TELGA,Berlistrik PLN,SRIKANDI,Berlistrik PLN,BANOWATI,Berlistrik PLN,ARJUNA,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Panton Reu,Antong,96.226217,4.439084,√,,Antong,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Panton Reu,Babah Krueng Manggie,96.194172,4.364879,√,,Babah Krueng Manggie,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Panton Reu,Baro Paya,96.184905,4.437801,√,,Baro Paya,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Panton Reu,Blang Balee,96.193915,4.37459,√,,Blang Balee,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Panton Reu,Blang Teungoh,96.202757,4.43561,√,,Blang Teungoh,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Panton Reu,Cot Manggie,96.231202,4.387289,√,,Cot Manggie,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Panton Reu,Gampong Baro,96.201755,4.384864,√,,Gampong Baro,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Panton Reu,Gunong Mata Ie,96.185094,4.366503,√,,Gunong Mata Ie,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Panton Reu,Kuala Manyeu,96.214164,4.408325,√,,Kuala Manyeu,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Panton Reu,Lek-Lek,96.188644,4.378305,√,,Lek-Lek,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Panton Reu,Manggie,96.20607,4.390327,√,,Manggie,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Panton Reu,Meutulang,96.205793,4.407376,√,,Meutulang,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Panton Reu,Mugo Cut,96.195828,4.417067,√,,Mugo Cut,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Panton Reu,Mugo Rayeuk,96.194624,4.422057,√,,Mugo Rayeuk,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Panton Reu,Paya Baro Meuko,96.218984,4.426501,√,,Paya Baro Meuko,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Panton Reu,Sibintang,96.200721,4.455067,√,,Sibintang,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Panton Reu,Tamping,96.203309,4.37965,√,,Keuchik Raden,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Panton Reu,Tuwi Buya,96.216823,4.41903,√,,Tuwi Buya,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Panton Reu,Ujong Raja,96.22026,4.430298,√,,Ujong Raja,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Samatiga,Alue Raya,96.046736,4.230191,√,,Rimba Langgeh,Berlistrik PLN,Ujong Serdang,Berlistrik PLN,Cot Buloh,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Samatiga,Cot Amun,96.069016,4.246733,√,,Sejahtera,Berlistrik PLN,Mak Naur,Berlistrik PLN,Bahagia,Berlistrik PLN,0,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Samatiga,Cot Darat,96.065001,4.216974,√,,Pahlawan,Berlistrik PLN,Gp. Teungoh,Berlistrik PLN,Bahagia,Berlistrik PLN,Kuta MMane,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Samatiga,Cot Lampise,96.05021,4.238792,√,,Pelita,Berlistrik PLN,Sejahtera,Berlistrik PLN,Phonna,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Samatiga,Cot Mesjid,96.066682,4.226161,√,,Alue Kumbang,Berlistrik PLN,Blang Ateuk,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Samatiga,Cot Pluh,96.065168,4.224213,√,,Bustanul Huda,Berlistrik PLN,Ingin Jaya,Berlistrik PLN,Dermawan,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Samatiga,Cot Seulamat,96.049073,4.234776,√,,Sawah,Berlistrik PLN,Pade,Berlistrik PLN,Mesjid,Berlistrik PLN,0,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Samatiga,Cot Seumeureung,96.075967,4.226648,√,,Blang Bale,Berlistrik PLN,Cot Puntong,Berlistrik PLN,Padang Bayu,Berlistrik PLN,Ujung Padang Ban,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Samatiga,Deuah,96.063708,4.254444,√,,Tgk. Ditanggoh,Berlistrik PLN,Cot Bubon,Berlistrik PLN,Kayee Panyang,Berlistrik PLN,0,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Samatiga,Gampong Cot,96.032213,4.209939,√,,Ujong Cot,Berlistrik PLN,Keude Klep,Berlistrik PLN,Suak Keutapang,Berlistrik PLN,Kuta Asan,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Samatiga,Gampong Ladang,96.06057,4.238308,√,,Cot Panah,Berlistrik PLN,Mon Kulu,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Samatiga,Gampong Teungoh,96.040094,4.211873,√,,Dusun Bakti,Berlistrik PLN,Dusun Jaya,Berlistrik PLN,Dusun Lamkuta,Berlistrik PLN,0,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Samatiga,Keureuseng,96.07443,4.277097,√,,Pulau Malam,Berlistrik PLN,Mesjid,Berlistrik PLN,Cot Malem,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Samatiga,Krueng Tinggai,96.066888,4.269673,√,,Kuta Baru,Berlistrik PLN,Bahagia,Berlistrik PLN,Abadi,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Samatiga,Kuala Bubon,96.043036,4.210603,√,,Kuta Sukon,Berlistrik PLN,Kuta Selamat,Berlistrik PLN,Mamplam Paoh,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Samatiga,Leubok,96.071991,4.265098,√,,Alue Meuse,Berlistrik PLN,Drien Tarouh,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Samatiga,Leukeun,96.072383,4.259688,√,,Alue Puntong,Berlistrik PLN,Ekonomi,Berlistrik PLN,Bahagia,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Samatiga,Lhok Bubon,96.031822,4.201544,√,,Lhok Buya,Berlistrik PLN,Cot Jambee,Berlistrik PLN,Darul'Ala,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Samatiga,Mesjid baro,96.071666,4.251535,√,,Cot Kandeh,Berlistrik PLN,Krueng Mate,Berlistrik PLN,Cot Jambai,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Samatiga,Pange,96.070168,4.273479,√,,Kuta Blang,Berlistrik PLN,Chik Karim,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Samatiga,Paya Lumpat,96.075632,4.23439,√,,Tuha,Berlistrik PLN,Teugoh,Berlistrik PLN,Bintang Timur,Berlistrik PLN,Meurandeh Alue,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Samatiga,Pinem,96.057403,4.243463,√,,Trieng Gadeng,Berlistrik PLN,Sentosa,Berlistrik PLN,Drien Payong,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Samatiga,Pucok Lueng,96.04008,4.221361,√,,Lueng Intan,Berlistrik PLN,Lueng Baroe,Berlistrik PLN,Lueng Reudep,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Samatiga,Rangkileh,96.068667,4.241284,√,,Meunasah Tuha,Berlistrik PLN,Cot Teugoh,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Samatiga,Reusak,96.063154,4.251955,√,,Moncrang,Berlistrik PLN,Bukula,Berlistrik PLN,Serdang Jaya,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Samatiga,Suak Geudeubang,95.978611,4.266277,√,,Harapan,Berlistrik PLN,Bahagia,Berlistrik PLN,Kutablang,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Samatiga,Suak Pandan,96.020203,4.217405,√,,Kadus Lueng Pangoh,Berlistrik PLN,Kadus Lueng Intan,Berlistrik PLN,Kadus Drien Rampak,Berlistrik PLN,Kadus Pasie Lhok Timon,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Samatiga,Suak Pante Breuh,95.998741,4.239632,√,,Kadus Timur,Berlistrik PLN,Kadus Teungah,Berlistrik PLN,Kadus Barat,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Samatiga,Suak Seuke,96.014503,4.224326,√,,Lueng Pangoh,Berlistrik PLN,Lueng Gui,Berlistrik PLN,Lueng Pangmanah,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Samatiga,Suak Seumaseh,95.974461,4.27183,√,,Dusun Pasi,Berlistrik PLN,Dusun Mesjid,Berlistrik PLN,Dusun Peukan,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Samatiga,Suak Timah,96.063563,4.205893,√,,Dusun Tangsi,Berlistrik PLN,Dusun Keutapang,Berlistrik PLN,Dusun Pulo Antui,Berlistrik PLN,Al Hadi Ah Paloh,Berlistrik PLN,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Samatiga,Ujong Nga,96.065702,4.235373,√,,Lamkuta,Berlistrik PLN,Ulai Nambak,Berlistrik PLN,Geunteng,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Sungai Mas,Drien Sibak,96.106469,4.517157,√,,Cot rumpet,Berlistrik PLN,Leubok Nerok,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Sungai Mas,Gaseu,96.028325,4.512912,√,,Kuta Makmu,Berlistrik PLN,Pante Mas,Berlistrik PLN,Pangarang,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Sungai Mas,Geudong,96.116208,4.514038,√,,Thok Tampok,Berlistrik PLN,Iemum Ubat,Berlistrik PLN,Alue Mulia,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Sungai Mas,Gleng,96.052411,4.515132,√,,Rumoh Baro,Berlistrik PLN,Imeum Nyak Teh,Berlistrik PLN,Lamkuta,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Sungai Mas,Gunong Buloh,96.027586,4.518259,√,,Ingin Jaya,Berlistrik PLN,Drien Rampak,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Sungai Mas,Kajeung,96.093581,4.513075,√,,Tgk Cot Mane,Berlistrik PLN,Tgk Muda Dalam,Berlistrik PLN,Tgk Muda Mahmud,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Sungai Mas,Lancong,96.129922,4.517172,√,,Tgk Nago,Berlistrik PLN,Singgah Mata,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Sungai Mas,Lubok Beutong,96.049653,4.512754,√,,Leubok Tarok,Berlistrik PLN,Menasa Tuha,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Sungai Mas,Lueng Baro,96.012152,4.498364,√,,Cot Mateie,Berlistrik PLN,Alue Talang,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Sungai Mas,Pungkie,96.014726,4.522257,√,,Ujong Gunong,Berlistrik PLN,Alue keutapang,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Sungai Mas,Ramitie,96.027456,4.518872,√,,Drien Rampak,Berlistrik PLN,Gunong Tarok,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Sungai Mas,Sakuy,96.081192,4.517956,√,,Gunong Niwa,Berlistrik PLN,Alue Iegeuh,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Sungai Mas,Sarah Perlak,96.118402,4.520564,√,,Nek Sange,Berlistrik PLN,Pangdin,Berlistrik PLN,Tgk Cot Mancang,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Sungai Mas,Sipot,96.024088,4.504232,√,,Tgk Cut Ali,Berlistrik PLN,Seunebok Tuha,Berlistrik PLN,Ujong Padang,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Sungai Mas,Tanoh Mirah,96.076533,4.515175,√,,Leubok Tapeh,Berlistrik PLN,Blang Punti,Berlistrik PLN,Gunong Balee,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Sungai Mas,Tungkop,96.11396,4.522864,√,,Tgk le lameng,Berlistrik PLN,Tgk Sa ilah,Berlistrik PLN,Pocut Baren,Berlistrik PLN,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Sungai Mas,Tutut,96.123579,4.523247,√,,Ulee Raket,Berlistrik PLN,Tgk Dulok,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Sungai Mas,Tuwi Saya,96.096692,4.512726,√,,Tgk muda dalam,Berlistrik PLN,Tgk dalam,Berlistrik PLN,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Alue Blang,96.061184,4.391389,√,,Alue Blang,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Alue Panyang,96.0462,4.404865,√,,Alue Panyang,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Alue Sikaya,96.07117,4.39816,√,,Alue Sikaya,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Alue Sundak,96.035987,4.455267,√,,Alue Sundak,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Aron Baroh,96.043989,4.358698,√,,Aron Baroh,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Aron Tunong,96.044108,4.364191,√,,Aron Tunong,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Bakat,96.042372,4.39077,√,,Bakat,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Blang Mee,96.067646,4.397642,√,,Blang Mee,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Cot Keumude,96.047625,4.403183,√,,Cot Keumude,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Cot Lagan Bubon,96.092399,4.345141,√,,Cot Lagan Bubon,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Cot Murong,96.088195,4.335309,√,,Cot Murong,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Cot Situah,96.047387,4.433068,√,,Cot Situah,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Darul Huda,96.076788,4.366173,√,,Darul Huda,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Drien Mangko,96.057704,4.408023,√,,Drien Mangko,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Geumpa Raya,96.029797,4.357068,√,,Geumpa Raya,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Glee Siblah,96.085601,4.360028,√,,Glee Siblah,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Gunong Hampa,96.070814,4.406099,√,,Gunong Hampa,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Gunong Rambong,96.067448,4.385822,√,,Gunong Rambong,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Ie Itam Baroh,96.028692,4.33467,√,,Ie Itam Baroh,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Ie Itam Tunong,96.032146,4.34405,√,,Ie Itam Tunong,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Jawa,96.052078,4.410725,√,,Jawa,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Jawi,96.029287,4.473192,√,,Jawi,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Keuleumbah,96.048334,4.405482,√,,Keuleumbah,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Kuala Bhee,96.046082,4.385706,√,,Kuala Bhee,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Lueng Buloh,96.061603,4.381425,√,,Lueng Buloh,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Lueng Jawa,96.060683,4.381206,√,,Lueng Jawa,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Lueng Tanoh Tho,96.056818,4.385261,√,,Lueng Tanoh Tho,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Lueng Teungku Yah,96.058014,4.37421,√,,Lueng Teungku Yah,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Padang Jawa,96.03539,4.351356,√,,Padang Jawa,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Panton,96.040732,4.451856,√,,Panton,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Pasi Aceh,96.04314,4.374075,√,,Pasi Aceh,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Pasi Ara,96.056098,4.400132,√,,Pasi Ara,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Pasi Birah,96.04609,4.444292,√,,Pasi Birah,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Pasi Lunak,96.037889,4.382736,√,,Pasi Lunak,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Pasi Pandan,96.028745,4.364288,√,,Pasi Pandan,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Paya Dua,96.071121,4.376254,√,,Paya Dua,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Paya Luah,96.084288,4.378202,√,,Paya Luah,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Pulo Ie,96.050307,4.417186,√,,Pulo Ie,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Ranto Panyang,96.026842,4.344742,√,,Ranto Panyang,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Seumantok,96.050635,4.428671,√,,Seumantok,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Suak Trieng,96.097271,4.359756,√,,Suak Trieng,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Teumarom,96.02468,4.465696,√,,Teumarom,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla,Tingkeum Panyang,96.050992,4.384983,√,,Tingkeum Panyang,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla Barat,Alue Keumuning,95.994807,4.411269,√,,Alue Keumuning,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla Barat,Alue Leuhob,95.995443,4.30897,√,,Alue Leuhob,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla Barat,Alue Perman,96.011849,4.333491,√,,Alue Perman,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
ACEH,ACEH BARAT,Woyla Barat,Blang Cot Mameh,96.023225,4.327393,√,,Blang Cot Mameh,Berlistrik PLN,0,0,0,0,0,0,0,0,0,0,,,,,,
